,x,approximated_data,experimental_data
930,3.4474474474474475,1.2884746255845234,1.1774347202458837
931,3.4554554554554553,1.2890948003226101,1.6653262142107281
932,3.463463463463463,1.2897123283529628,1.000109548269714
933,3.471471471471472,1.2903272261144825,0.8505660347904661
934,3.4794794794794797,1.2909395099142869,1.3789423999249533
935,3.4874874874874875,1.2915491959289824,1.19113835105846
936,3.4954954954954953,1.2921563002059244,1.0879097367797819
937,3.503503503503503,1.2927608386644613,1.434432128124332
938,3.511511511511512,1.2933628270971673,1.342122969851407
939,3.5195195195195197,1.2939622811710594,1.1811465550237137
940,3.5275275275275275,1.294559216428802,1.038498336694623
941,3.5355355355355353,1.295153648289898,1.469645113945927
942,3.543543543543543,1.295745592051867,1.4257858276435993
943,3.551551551551552,1.2963350628914099,1.2764998901355333
944,3.5595595595595597,1.2969220758655606,1.6662494750750938
945,3.5675675675675675,1.2975066459128266,1.083489692647596
946,3.5755755755755754,1.2980887878543155,0.9929837536693678
947,3.583583583583583,1.2986685163948486,1.1602869024185998
948,3.591591591591592,1.299245846124065,1.2901286428529655
949,3.5995995995995997,1.299820791517511,1.3484886813820494
950,3.6076076076076076,1.3003933669377188,1.2521461553664528
951,3.6156156156156154,1.3009635866352725,1.3713746659381318
952,3.6236236236236232,1.3015314647498644,1.0512235799117755
953,3.631631631631632,1.3020970153113374,1.5908499361259891
954,3.6396396396396398,1.3026602522407178,1.286230016562204
955,3.6476476476476476,1.3032211893512364,1.526680355668862
956,3.6556556556556554,1.3037798403493388,1.3723249096248797
957,3.6636636636636633,1.3043362188356826,1.3956868626664394
958,3.671671671671672,1.3048903383061285,1.4188437943525694
959,3.67967967967968,1.3054422121527152,1.3949839241561781
960,3.6876876876876876,1.3059918536646278,1.4345364056381364
961,3.6956956956956954,1.3065392760291539,1.5723697820556402
962,3.7037037037037033,1.3070844923326306,1.3463887262729246
963,3.711711711711712,1.3076275155613792,1.4494282670790817
964,3.71971971971972,1.308168358602633,1.2902212197451877
965,3.7277277277277276,1.3087070342454519,1.5967304773353463
966,3.7357357357357355,1.3092435551816295,1.1739650947697755
967,3.7437437437437433,1.3097779340065903,1.6699660205887534
968,3.751751751751752,1.310310183220275,1.3022785930914063
969,3.75975975975976,1.3108403152280201,1.0246852948044105
970,3.7677677677677677,1.3113683423414249,1.3369892253235827
971,3.7757757757757755,1.3118942767792108,1.1756839452842347
972,3.7837837837837833,1.3124181306680718,1.4805468404658166
973,3.791791791791792,1.312939916043514,1.1824151201830357
974,3.7997997997998,1.3134596448506892,1.2242229582077333
975,3.8078078078078077,1.3139773289452168,0.9360691827561106
976,3.8158158158158155,1.314492980093999,1.2240317162441836
977,3.8238238238238234,1.3150066099760265,0.8302307446502352
978,3.831831831831832,1.3155182301831754,0.9987376654860307
979,3.83983983983984,1.3160278522209967,1.4681107834498561
980,3.8478478478478477,1.316535487509497,1.4736955192396635
981,3.8558558558558556,1.3170411473839108,1.4021326597409036
982,3.8638638638638634,1.3175448430954644,1.1241496144696217
983,3.871871871871872,1.3180465858121333,1.3085043145837374
984,3.87987987987988,1.3185463866193898,1.3178258788012762
985,3.8878878878878878,1.3190442565209444,1.0873713186824359
986,3.8958958958958956,1.319540206439477,1.620219866792907
987,3.9039039039039034,1.3200342472173652,1.4955067053324995
988,3.911911911911912,1.3205263896173989,1.276333554851466
989,3.91991991991992,1.321016644323492,1.3263938121223982
990,3.9279279279279278,1.3215050219413862,1.3631815835308967
991,3.9359359359359356,1.3219915329993446,0.9136445593144864
992,3.9439439439439443,1.3224761879488414,1.273040711444722
993,3.951951951951952,1.3229589971652427,1.186562147565683
994,3.95995995995996,1.3234399709484816,1.1231159689694985
995,3.967967967967968,1.3239191195237243,1.2676990609465333
996,3.9759759759759756,1.3243964530420314,1.6839337584119358
997,3.9839839839839843,1.3248719815810106,1.4530405538344127
998,3.991991991991992,1.325345715145465,1.2111099171889057
999,4.0,1.3258176636680326,1.4403342199392644
